GENE ID	GENE ALIASES	START	END	FUNCTIONAL ROLES	SUBSYSTEMS	SUBSYSTEM CLASS	REACTIONS
peg.645	"purB,Bsu0645,NP_388526.1,gi|16077712,GeneID:936048"	699738	699738	Adenylosuccinate lyase (EC 4.3.2.2)	De_Novo_Purine_Biosynthesis|Purine_conversions	Nucleosides and Nucleotides	rxn00800|rxn03136
peg.646	"purC,Bsu0646,NP_388527.1,gi|16077713,GeneID:939389"	701106	701106	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03147
peg.647	"yexA,Bsu0647,NP_388528.1,gi|16077714,GeneID:936041"	701824	701824	"Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)"	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03084
peg.648	"purL,Bsu0648,NP_388529.1,gi|16077715,GeneID:938760"	702075	702075	"Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)"	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03084
peg.649	"purQ,Bsu0649,NP_388530.1,gi|16077716,GeneID:939233"	702742	702742	"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)"	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03084
peg.650	"purF,Bsu0650,NP_388531.1,gi|16077717,GeneID:936046"	704946	704946	Amidophosphoribosyltransferase (EC 2.4.2.14)	De_Novo_Purine_Biosynthesis|YgfZ	"Nucleosides and Nucleotides|Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn00790
peg.651	"purM,Bsu0651,NP_388532.1,gi|16077718,GeneID:936044"	706478	706478	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	De_Novo_Purine_Biosynthesis|YgfZ	"Nucleosides and Nucleotides|Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn02937
peg.652	"purN,Bsu0652,NP_388533.1,gi|16077719,GeneID:936045"	707515	707515	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03004
peg.653	"purH,Bsu0653,NP_388534.1,gi|16077720,GeneID:936053"	708099	708099	IMP cyclohydrolase (EC 3.5.4.10)|Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn03137|rxn00832
peg.654	"purD,Bsu0654,NP_388535.1,gi|16077721,GeneID:938741"	709653	709653	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	De_Novo_Purine_Biosynthesis	Nucleosides and Nucleotides	rxn02895
peg.655	"yezC,Bsu0655,NP_388536.1,gi|16077722,GeneID:936047"	711124	711124	"transcriptional regulator, AsnC family"			
peg.656	"yecA,Bsu0656,NP_388537.1,gi|16077723,GeneID:936051"	711525	711525	Amino acid permease			
peg.657	"yerA,Bsu0657,NP_388538.1,gi|16077724,GeneID:939337"	713170	713170	Adenine deaminase (EC 3.5.4.2)	Purine_conversions	Nucleosides and Nucleotides	rxn00926
peg.658	"yerB,Bsu0658,NP_388539.1,gi|16077725,GeneID:936050"	714939	714939				
peg.659	"yerC,Bsu0659,NP_388540.1,gi|16077726,GeneID:936049"	715937	715937	His repressor			
peg.660	"yerD,Bsu0660,NP_388541.1,gi|16077727,GeneID:936058"	716286	716286	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	"Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis|Photorespiration_(oxidative_C2_cycle)"	Amino Acids and Derivatives|Carbohydrates	rxn05760
peg.661	"yerE,Bsu0661,NP_388542.1,gi|16077728,GeneID:936052"	718128	718128	PcrB-like protein			
peg.662	"yerF,Bsu0662,NP_388543.1,gi|16077729,GeneID:938747"	718876	718876	ATP-dependent DNA helicase UvrD/PcrA	"DNA_repair,_bacterial_UvrD_and_related_helicases"	DNA Metabolism	rxn05294
peg.663	"yerG,Bsu0663,NP_388544.1,gi|16077730,GeneID:936056"	721119	721119	DNA ligase (EC 6.5.1.2)	DNA_Repair_Base_Excision|NAD_and_NADP_cofactor_biosynthesis_global|NAD_consumption	"DNA Metabolism|Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn05294
peg.664	"yerH,Bsu0664,NP_388545.1,gi|16077731,GeneID:938744"	723141	723141	Putative pheromone cAM373 precursor lipoprotein CamS			
peg.665	"yerI,Bsu0665,NP_388546.1,gi|16077732,GeneID:936055"	724493	724493	putative protein kinase			
peg.666	"sapB,Bsu0666,NP_388547.1,gi|16077733,GeneID:936054"	725541	725541	Peptide transport system permease protein sapB (TC 3.A.1.5.5)	ABC_transporter_peptide_(TC_3.A.1.5.5)	Membrane Transport	
peg.667	"opuE,Bsu0667,NP_388548.1,gi|16077734,GeneID:939439"	726346	726346	Sodium/proline symporter			rxn05221
peg.668	"yerL,Bsu0668,NP_388549.1,gi|16077735,GeneID:936063"	728238	728238	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.-)|Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.-)	Asp-tRNA(Asn)_transamidation|Glu-tRNA(Gln)_transamidation	Protein Metabolism	rxn05296
peg.669	"yerM,Bsu0669,NP_388550.1,gi|16077736,GeneID:938748"	728544	728544	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.-)|Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.-)	Asp-tRNA(Asn)_transamidation|Glu-tRNA(Gln)_transamidation	Protein Metabolism	rxn05296
peg.670	"yerN,Bsu0670,NP_388551.1,gi|16077737,GeneID:936057"	730192	730192	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.-)|Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.-)	Asp-tRNA(Asn)_transamidation|Glu-tRNA(Gln)_transamidation	Protein Metabolism	rxn05296
peg.671	"yerO,Bsu0671,NP_388552.1,gi|16077738,GeneID:939889"	731460	731460	TetR family transcriptional regulator probably coupled to RND multidrug efflux transporter			
peg.672	"yerP,Bsu0672,NP_388553.1,gi|16077739,GeneID:938055"	732422	732422	Swarming motility protein SwrC	Bacterial_motility:Gliding	Motility and Chemotaxis	
peg.673	"yerQ,Bsu0673,NP_388554.1,gi|16077740,GeneID:936061"	735942	735942	Transcription regulator [contains diacylglycerol kinase catalytic domain]			
peg.674	"yefA,Bsu0674,NP_388555.1,gi|16077741,GeneID:936060"	737109	737109	"RNA methyltransferase, TrmA family"			
peg.675	"yefB,Bsu0675,NP_388556.1,gi|16077742,GeneID:938745"	738501	738501	Site-specific DNA recombinase			
peg.676	"yefC,Bsu0676,NP_388557.1,gi|16077743,GeneID:938743"	739342	739342	"site-specific recombinase, resolvase family"			
peg.677	"yeeA,Bsu0677,NP_388558.1,gi|16077744,GeneID:936059"	739794	739794	"FIG045374: Type II restriction enzyme, methylase subunit YeeA"			
peg.678	"yeeB,Bsu0678,NP_388559.1,gi|16077745,GeneID:936068"	742445	742445	"FIG006126: DNA helicase, restriction/modification system component YeeB"			
peg.679	"yeeC,Bsu0679,NP_388560.1,gi|16077746,GeneID:936062"	744354	744354	YeeC-like protein			
peg.680	"yeeD,Bsu0680,NP_388561.1,gi|16077747,GeneID:938755"	745764	745764				
peg.681	"yezA,Bsu0681,NP_388562.1,gi|16077748,GeneID:938751"	746136	746136				
peg.682	"yeeF,Bsu0682,NP_388563.1,gi|16077749,GeneID:938753"	746582	746582	"Putative toxin component near putative ESAT-related proteins, repetitive"	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.683	"yeeG,Bsu0683,NP_388564.1,gi|16077750,GeneID:938041"	749201	749201				
peg.684	"rapH,Bsu0684,NP_388565.1,gi|16077751,GeneID:936065"	750460	750460	response regulator aspartate phosphatase			
peg.685	"yeeI,Bsu0685,NP_388566.1,gi|16077752,GeneID:938749"	751916	751916				
peg.686	"yeeK,Bsu0686,NP_388567.1,gi|16077753,GeneID:936073"	752773	752773	"Transcriptional regulator, TetR family"			
peg.687	"yesE,Bsu0687,NP_388568.1,gi|16077754,GeneID:936064"	753988	753988	alternate gene name: yeeL			
peg.688	"yesF,Bsu0688,NP_388569.1,gi|16077755,GeneID:936067"	754428	754428	Oxidoreductase			
peg.689	"cotJA,Bsu0689,NP_388570.1,gi|16077756,GeneID:938758"	755415	755415	Polypeptide composition of the spore coat|required for the assembly of CotJC			
peg.690	"cotJB,Bsu0690,NP_388571.1,gi|16077757,GeneID:936071"	755608	755608	Polypeptide composition of the spore coat protein CotJB	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.691	"cotJC,Bsu0691,NP_388572.1,gi|16077758,GeneID:938762"	755925	755925	Polypeptide composition of the spore coat protein CotJC	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.692	"yesJ,Bsu0692,NP_388573.1,gi|16077759,GeneID:936070"	756619	756619	"acetyltransferase, GNAT family"			
peg.693	"yesK,Bsu0693,NP_388574.1,gi|16077760,GeneID:936069"	757097	757097				
peg.694	"yesL,Bsu0694,NP_388575.1,gi|16077761,GeneID:938754"	757601	757601	YESL protein			
peg.695	"yesM,Bsu0695,NP_388576.1,gi|16077762,GeneID:936078"	758227	758227	two-component sensor histidine kinase			
peg.696	"yesN,Bsu0696,NP_388577.1,gi|16077763,GeneID:938764"	759960	759960	two-component response regulator			
peg.697	"yesO,Bsu0697,NP_388578.1,gi|16077764,GeneID:936072"	761215	761215	"Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component"	L-rhamnose_utilization	Carbohydrates	rxn05646|rxn05598|rxn05170
peg.698	"yesP,Bsu0698,NP_388579.1,gi|16077765,GeneID:936076"	762450	762450	"Predicted rhamnose oligosaccharide ABC transport system, permease component 2"	L-rhamnose_utilization	Carbohydrates	rxn05646|rxn05598|rxn05170
peg.699	"yesQ,Bsu0699,NP_388580.1,gi|16077766,GeneID:938765"	763383	763383	"Predicted rhamnose oligosaccharide ABC transport system, permease component"	L-rhamnose_utilization	Carbohydrates	rxn05646|rxn05598|rxn05170
peg.700	"yesR,Bsu0700,NP_388581.1,gi|16077767,GeneID:938759"	764289	764289	Rhamnogalacturonides degradation protein RhiN	L-rhamnose_utilization	Carbohydrates	
peg.701	"yesS,Bsu0701,NP_388582.1,gi|16077768,GeneID:936075"	765346	765346	transcriptional regulator (AraC/XylS family)			
peg.702	"yesT,Bsu0702,NP_388583.1,gi|16077769,GeneID:936074"	767645	767645	rhamnogalacturonan acetylesterase	L-rhamnose_utilization	Carbohydrates	
peg.703	"yesU,Bsu0703,NP_388584.1,gi|16077770,GeneID:936083"	768336	768336				
peg.704	"yesV,Bsu0704,NP_388585.1,gi|16077771,GeneID:936077"	768995	768995	YESV protein			
peg.705	"yesW,Bsu0705,NP_388586.1,gi|16077772,GeneID:938769"	769742	769742	Predicted rhamnogalacturonan lyase in rhamnose utilization cluster	L-rhamnose_utilization	Carbohydrates	
peg.706	"yesX,Bsu0706,NP_388587.1,gi|16077773,GeneID:936081"	771650	771650	Predicted rhamnogalacturonan lyase in rhamnose utilization cluster	L-rhamnose_utilization	Carbohydrates	
peg.707	"yesY,Bsu0707,NP_388588.1,gi|16077774,GeneID:938772"	773646	773646	rhamnogalacturonan acetylesterase	L-rhamnose_utilization	Carbohydrates	
peg.708	"yesZ,Bsu0708,NP_388589.1,gi|16077775,GeneID:936080"	774307	774307	Beta-galactosidase (EC 3.2.1.23)	Lactose_and_Galactose_Uptake_and_Utilization|Lactose_utilization	Carbohydrates	rxn00816
peg.709	"yetA,Bsu0709,NP_388590.1,gi|16077776,GeneID:938776"	776342	776342				
peg.710	"lplA,Bsu0710,NP_388591.1,gi|16077777,GeneID:936079"	779037	779037	lipoprotein			
peg.711	"lplB,Bsu0711,NP_388592.1,gi|16077778,GeneID:936088"	780600	780600	"ABC-type polysaccharide transport system, permease component"			rxn05646|rxn05598|rxn05170
peg.712	"lplC,Bsu0712,NP_388593.1,gi|16077779,GeneID:938767"	781570	781570	transmembrane lipoprotein			
peg.713	"lplD,Bsu0713,NP_388594.1,gi|16077780,GeneID:938770"	782466	782466	hydrolytic enzyme			
peg.714	"yetF,Bsu0714,NP_388595.1,gi|16077781,GeneID:936086"	783889	783889	probable membrane protein yetF			
peg.715	"yetG,Bsu0715,NP_388596.1,gi|16077782,GeneID:936085"	784621	784621	Antibiotic biosynthesis monooxygenase domain-containing protein			
peg.716	"yetH,Bsu0716,NP_388597.1,gi|16077783,GeneID:938777"	785051	785051	Glyoxalase family protein	Serine-glyoxylate_cycle	Carbohydrates	rxn01834
peg.717	"yetI,Bsu0717,NP_388598.1,gi|16077784,GeneID:936084"	785693	785693	regulator of sigma-B			
peg.718	"yezB,Bsu0718,NP_388599.1,gi|16077785,GeneID:936094"	786784	786784	"RsbR, positive regulator of sigma-B"			
peg.719	"yezD,Bsu0719,NP_388600.1,gi|16077786,GeneID:938773"	787223	787223				
peg.720	"yetJ,Bsu0720,NP_388601.1,gi|16077787,GeneID:938782"	787500	787500				
peg.721	"yetK,Bsu0721,NP_388602.1,gi|16077788,GeneID:936091"	788144	788144	Permeases of the drug/metabolite transporter (DMT) superfamily			
peg.722	"yetL,Bsu0722,NP_388603.1,gi|16077789,GeneID:938778"	789160	789160	MarR family transcriptional regulatory protein			
peg.723	"yetM,Bsu0723,NP_388604.1,gi|16077790,GeneID:936090"	789826	789826	Salicylate hydroxylase (EC 1.14.13.1)	Phenylpropanoid_compound_degradation|Salicylate_ester_degradation	Metabolism of Aromatic Compounds	rxn03906|rxn04745|rxn04724|rxn00589|rxn04748
peg.724	"yetN,Bsu0724,NP_388605.1,gi|16077791,GeneID:936089"	790970	790970				
peg.725	"yetO,Bsu0725,NP_388606.1,gi|16077792,GeneID:938784"	792190	792190	NADPH-cytochrome P450 reductase			
peg.726	"yfnI,Bsu0726,NP_388607.1,gi|16077793,GeneID:936099"	795780	795780	Phosphoglycerol transferase			
peg.727	"yfnH,Bsu0727,NP_388608.1,gi|16077794,GeneID:938779"	797977	797977	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	"Acetoin,_butanediol_metabolism|dTDP-rhamnose_synthesis"	Carbohydrates|Cell Wall and Capsule	rxn00702
peg.728	"yfnG,Bsu0728,NP_388609.1,gi|16077795,GeneID:938783"	798811	798811	"Similar to CDP-glucose 4,6-dehydratase (EC 4.2.1.45)"	"Acetoin,_butanediol_metabolism"	Carbohydrates	rxn01750
peg.729	"yfnF,Bsu0729,NP_388610.1,gi|16077796,GeneID:936097"	799740	799740	Putative glycosyltransferase			
peg.730	"yfnE,Bsu0730,NP_388611.1,gi|16077797,GeneID:938781"	800680	800680				
peg.731	"yfnD,Bsu0731,NP_388612.1,gi|16077798,GeneID:936096"	801859	801859				
peg.732	"yfnC,Bsu0732,NP_388613.1,gi|16077799,GeneID:936104"	802825	802825	Fosmidomycin resistance protein			
peg.733	"yfnB,Bsu0733,NP_388614.1,gi|16077800,GeneID:936095"	804165	804165	5'-nucleotidase yjjG (EC 3.1.3.5)			rxn01367|rxn00708|rxn01218|rxn01704|rxn01139|rxn01445|rxn01549|rxn00913|rxn01145|rxn01507|rxn00132|rxn02400|rxn01670|rxn01961|rxn00363|rxn00831
peg.734	"yfnA,Bsu0734,NP_388615.1,gi|16077801,GeneID:936098"	804964	804964	Amino acid permease			
peg.735	"yfmT,Bsu0735,NP_388616.1,gi|16077802,GeneID:938788"	806599	806599	Aldehyde dehydrogenase (EC 1.2.1.3)	"Entner-Doudoroff_Pathway|Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria|Methylglyoxal_Metabolism|Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate"	Carbohydrates|Fatty Acids and Lipids	rxn05734|rxn00979|rxn02853|rxn00506|rxn05735|rxn01851|rxn01286
peg.736	"yfmS,Bsu0736,NP_388617.1,gi|16077803,GeneID:936102"	808070	808070	Methyl-accepting chemotaxis protein			
peg.737	"yfmR,Bsu0737,NP_388618.1,gi|16077804,GeneID:936100"	809065	809065	COG0488: ATPase components of ABC transporters with duplicated ATPase domains	Folate_Biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.738	"yfmQ,Bsu0738,NP_388619.1,gi|16077805,GeneID:938786"	811077	811077				
peg.739	"yfmP,Bsu0739,NP_388620.1,gi|16077806,GeneID:936101"	811648	811648	HTH-type transcriptional regulator yfmP			
peg.740	"yfmO,Bsu0740,NP_388621.1,gi|16077807,GeneID:936111"	812136	812136	major facilitator family transporter			
peg.741	"yfmN,Bsu0741,NP_388622.1,gi|16077808,GeneID:938796"	813617	813617				
peg.742	"yfmM,Bsu0742,NP_388623.1,gi|16077809,GeneID:936103"	813892	813892	"ABC transporter, ATP-binding protein"			
peg.743	"yfmL,Bsu0743,NP_388624.1,gi|16077810,GeneID:938792"	815621	815621	ATP-dependent RNA helicase YfmL	"ATP-dependent_RNA_helicases,_bacterial"	RNA Metabolism	
peg.744	"yfmK,Bsu0744,NP_388625.1,gi|16077811,GeneID:936108"	816819	816819				
peg.745	"yfmJ,Bsu0745,NP_388626.1,gi|16077812,GeneID:936106"	817318	817318	putative oxidoreductase			
peg.746	"yfmI,Bsu0746,NP_388627.1,gi|16077813,GeneID:936105"	818819	818819	Macrolide-efflux protein			
peg.747	"yfmH,Bsu0747,NP_388628.1,gi|16077814,GeneID:938789"	820237	820237				
peg.748	"yfmG,Bsu0748,NP_388629.1,gi|16077815,GeneID:938798"	820375	820375				
peg.749	"yfmF,Bsu0749,NP_388630.1,gi|16077816,GeneID:936117"	822411	822411	Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)	ABC_transporter_ferrichrome_(TC_3.A.1.14.3)|Hemin_transport_system|Iron_acquisition_in_Vibrio	Membrane Transport|Virulence	rxn05148
peg.750	"yfmE,Bsu0750,NP_388631.1,gi|16077817,GeneID:939692"	823224	823224	"Heme ABC type transporter HtsABC, permease protein HtsC"	"Heme,_hemin_uptake_and_utilization_systems_in_GramPositives"	Virulence	rxn05148
peg.751	"yfmD,Bsu0751,NP_388632.1,gi|16077818,GeneID:936110"	824222	824222	"Heme ABC type transporter HtsABC, permease protein HtsB"	"Heme,_hemin_uptake_and_utilization_systems_in_GramPositives"	Virulence	rxn05148
peg.752	"yfmC,Bsu0752,NP_388633.1,gi|16077819,GeneID:936114"	825295	825295	"Heme ABC type transporter HtsABC, heme-binding protein"	"Heme,_hemin_uptake_and_utilization_systems_in_GramPositives"	Virulence	rxn05148
peg.753	"yfmB,Bsu0753,NP_388634.1,gi|16077820,GeneID:938795"	826351	826351				
peg.754	"yfmA,Bsu0754,NP_388635.1,gi|16077821,GeneID:938800"	826760	826760				
peg.755	"yflT,Bsu0755,NP_388636.1,gi|16077822,GeneID:938794"	826963	826963				
peg.756	"pel,Bsu0756,NP_388637.1,gi|16077823,GeneID:936113"	827501	827501	pectate lyase			
peg.757	"yflS,Bsu0757,NP_388638.1,gi|16077824,GeneID:936122"	828890	828890	2-oxoglutarate/malate translocator	Photorespiration_(oxidative_C2_cycle)	Carbohydrates	rxn05603|rxn05493|rxn05605
peg.758	"citS,Bsu0758,NP_388639.1,gi|16077825,GeneID:939687"	830453	830453	two-component sensor histidine kinase			
peg.759	"citT,Bsu0759,NP_388640.1,gi|16077826,GeneID:938806"	832053	832053	two-component response regulator			
peg.760	"yflP,Bsu0760,NP_388641.1,gi|16077827,GeneID:936116"	832916	832916				
peg.761	"citM,Bsu0761,NP_388642.1,gi|16077828,GeneID:938801"	833891	833891	Mg(2+) Citrate transporter (TC 2.A.11.1.1)	"Citrate_Metabolism,_Transport,_and_Regulation"	Carbohydrates	rxn05214
peg.762	"yflN,Bsu0762,NP_388643.1,gi|16077829,GeneID:936120"	835248	835248				
peg.763	"yflM,Bsu0763,NP_388644.1,gi|16077830,GeneID:938802"	836242	836242	Nitric oxide synthase oxygenase (EC 1.-.-.-)	Pterin_metabolism_3	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn00399
peg.764	"yflL,Bsu0764,NP_388645.1,gi|16077831,GeneID:939684"	837243	837243	"Acylphosphate phosphohydrolase (EC 3.6.1.7), putative"	"Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate"	Carbohydrates	rxn01103|rxn00227
peg.765	"yflK,Bsu0765,NP_388646.1,gi|16077832,GeneID:936119"	837585	837585	Uncharacterized protein conserved in bacteria			
peg.766	"yflJ,Bsu0766,NP_388647.1,gi|16077833,GeneID:939685"	838291	838291				
peg.767	"yflI,Bsu0767,NP_388648.1,gi|16077834,GeneID:936118"	838585	838585				
peg.768	"yflH,Bsu0768,NP_388649.1,gi|16077835,GeneID:936129"	838847	838847	YFLH protein			
peg.769	"yflG,Bsu0769,NP_388650.1,gi|16077836,GeneID:936121"	839243	839243	Methionine aminopeptidase (EC 3.4.11.18)	Translation_factors_bacterial	Protein Metabolism	
peg.770	"yflF,Bsu0770,NP_388651.1,gi|16077837,GeneID:938807"	840164	840164	"PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)|PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)"	Chitin_and_N-acetylglucosamine_utilization|Sialic_Acid_Metabolism	Carbohydrates|Cell Wall and Capsule	rxn05485
peg.771	"yflE,Bsu0771,NP_388652.1,gi|16077838,GeneID:939200"	841555	841555	Phosphoglycerol transferase			
peg.772	"yflD,Bsu0772,NP_388653.1,gi|16077839,GeneID:936125"	843605	843605				
peg.773	"yflC,Bsu0773,NP_388654.1,gi|16077840,GeneID:939696"	843758	843758				
peg.774	"yflB,Bsu0774,NP_388655.1,gi|16077841,GeneID:936124"	843892	843892				
peg.775	"yflA,Bsu0775,NP_388656.1,gi|16077842,GeneID:939686"	844277	844277	Na(+)-linked D-alanine glycine permease			rxn10537|rxn05494
peg.776	"yfkT,Bsu0776,NP_388657.1,gi|16077843,GeneID:936135"	845689	845689	Spore germination protein KB			
peg.777	"yfkS,Bsu0777,NP_388658.1,gi|16077844,GeneID:936123"	846789	846789				
peg.778	"yfkR,Bsu0778,NP_388659.1,gi|16077845,GeneID:936126"	847005	847005	germination protein			
peg.779	"yfkQ,Bsu0779,NP_388660.1,gi|16077846,GeneID:939688"	848140	848140	Spore germination protein GerKA			
peg.780	"treP,Bsu0780,NP_388661.1,gi|16077847,GeneID:939188"	849874	849874	"PTS system, trehalose-specific IIB component (EC 2.7.1.69)|PTS system, trehalose-specific IIC component (EC 2.7.1.69)"	Trehalose_Uptake_and_Utilization	Carbohydrates	rxn02005
peg.781	"treA,Bsu0781,NP_388662.1,gi|16077848,GeneID:939690"	851357	851357	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	Trehalose_Uptake_and_Utilization	Carbohydrates	rxn00606
peg.782	"treR,Bsu0782,NP_388663.1,gi|16077849,GeneID:936133"	853063	853063	Trehalose operon transcriptional repressor	Trehalose_Uptake_and_Utilization	Carbohydrates	
peg.783	"yfkO,Bsu0783,NP_388664.1,gi|16077850,GeneID:939189"	853919	853919	Dihydropteridine reductase (EC 1.5.1.34)|Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-)	Pterin_biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn03975|rxn01314|rxn05088|rxn03976
peg.784	"yfkN,Bsu0784,NP_388665.1,gi|16077851,GeneID:936131"	854621	854621	"2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)|5'-nucleotidase (EC 3.1.3.5)"	Purine_conversions|pyrimidine_conversions	Nucleosides and Nucleotides	rxn01367|rxn00708|rxn02522|rxn01218|rxn03483|rxn01704|rxn02762|rxn01139|rxn01445|rxn01549|rxn00913|rxn01145|rxn01507|rxn02521|rxn00132|rxn02400|rxn01670|rxn01961|rxn00363|rxn00831
peg.785	"yfkM,Bsu0785,NP_388666.1,gi|16077852,GeneID:938808"	859252	859252	ThiJ/PfpI family protein			
peg.786	"yfkL,Bsu0786,NP_388667.1,gi|16077853,GeneID:939689"	859810	859810	transport protein			
peg.787	"yfkK,Bsu0787,NP_388668.1,gi|16077854,GeneID:936130"	861093	861093				
