SUBSYSTEM ID	GENE ID	FUNCTIONAL ROLES	CLASS 1	CLASS 2	REACTIONS	
Flagellum	peg.1347|peg.1370|peg.1371|peg.1620|peg.1621|peg.1622|peg.1623|peg.1624|peg.1625|peg.1626|peg.1627|peg.1628|peg.1629|peg.1630|peg.1631|peg.1632|peg.1633|peg.1634|peg.1635|peg.1637|peg.1638|peg.1639|peg.1640|peg.1641|peg.1642|peg.1643|peg.1644|peg.1650|peg.2524|peg.2975|peg.2976|peg.3426|peg.3539|peg.3540|peg.3542|peg.3546|peg.3547|peg.3549|peg.3646|peg.3647	RNA polymerase sigma-54 factor RpoN|Flagellar motor rotation protein MotB|Flagellar motor rotation protein MotA|Flagellar basal-body rod protein flgB|Flagellar basal-body rod protein flgC|Flagellar hook-basal body complex protein fliE|Flagellar M-ring protein fliF|Flagellar motor switch protein fliG|Flagellar assembly protein fliH|Flagellum-specific ATP synthase FliI|Flagellar protein fliJ|Flagellar protein flbB|Flagellar hook-length control protein fliK|Flagellar basal-body rod modification protein FlgD|Flagellar basal-body rod protein flgG|Flagellar protein flbD|Flagellar biosynthesis protein fliL|Flagellar motor switch protein FliM|Flagellar motor switch protein FliN|Flagellar biosynthesis protein fliZ|Flagellar biosynthesis protein fliP|Flagellar biosynthesis protein fliQ|Flagellar biosynthesis protein FliR|Flagellar biosynthesis protein FlhB|Flagellar biosynthesis protein FlhA|Flagellar biosynthesis protein FlhF|Flagellar synthesis regulator FleN|RNA polymerase sigma factor for flagellar operon|RNA polymerase sigma factor RpoD|Flagellar biosynthesis protein fliS|Flagellar hook-associated protein fliD|Flagellin protein FlaA|Flagellar hook-associated protein flgL|Flagellar hook-associated protein flgK|Negative regulator of flagellin synthesis|Flagellar basal-body rod protein flgF	Motility and Chemotaxis	Flagellar motility in Prokaryota	rxn05295	
Calvin-Benson_cycle	peg.1361|peg.1581|peg.1793|peg.2905|peg.3398|peg.3399|peg.3400|peg.3699|peg.3716|peg.3719|peg.4025	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase|Ribulose-phosphate 3-epimerase (EC 5.1.3.1)|Transketolase (EC 2.2.1.1)|NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)|Triosephosphate isomerase (EC 5.3.1.1)|Phosphoglycerate kinase (EC 2.7.2.3)|NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)|Ribose 5-phosphate isomerase B (EC 5.3.1.6)|Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)|Fructose-bisphosphate aldolase class II (EC 4.1.2.13)|Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)"	Carbohydrates	CO2 fixation	rxn00785|rxn01870|rxn00781|rxn01200|rxn00786|rxn01334|rxn05105|rxn00549|rxn01116|rxn00777|rxn00782|rxn01100|rxn00747	
Terminal_cytochrome_C_oxidases	peg.1387|peg.1491|peg.1492|peg.1493|peg.1494|peg.3355|peg.3356	"Copper-translocating P-type ATPase (EC 3.6.3.4)|Cytochrome c oxidase polypeptide II (EC 1.9.3.1)|Cytochrome c oxidase polypeptide I (EC 1.9.3.1)|Cytochrome c oxidase polypeptide III (EC 1.9.3.1)|Cytochrome c oxidase, subunit IV (EC 1.9.3.1)"	Respiration	Electron accepting reactions	rxn05150|rxn05516|rxn10343|rxn10043|rxn10344|rxn05528	
Terminal_cytochrome_C_oxidases_copy	peg.1387|peg.1491|peg.1492|peg.1493|peg.1494|peg.3355|peg.3356	"Copper-translocating P-type ATPase (EC 3.6.3.4)|Cytochrome c oxidase polypeptide II (EC 1.9.3.1)|Cytochrome c oxidase polypeptide I (EC 1.9.3.1)|Cytochrome c oxidase polypeptide III (EC 1.9.3.1)|Cytochrome c oxidase, subunit IV (EC 1.9.3.1)"	Respiration	Electron accepting reactions	rxn05150|rxn05516|rxn10343|rxn10043|rxn10344|rxn05528	
Fructose_and_Mannose_Inducible_PTS	peg.1392|peg.1393	Phosphocarrier protein of PTS system|Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Membrane Transport	"Sugar Phosphotransferase Systems, PTS"	rxn05569|rxn05226|rxn05560|rxn05485|rxn05647|rxn02005|rxn05610|rxn05655|rxn05617|rxn05607|rxn05501	
Galactose-inducible_PTS	peg.1392|peg.1393	Phosphocarrier protein of PTS system|Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Membrane Transport	"Sugar Phosphotransferase Systems, PTS"	rxn05569|rxn05226|rxn05560|rxn05485|rxn05647|rxn02005|rxn05610|rxn05655|rxn05617|rxn05607|rxn05501	
Sucrose-specific_PTS	peg.1392|peg.1393|peg.3809	Phosphocarrier protein of PTS system|Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)|Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	Membrane Transport	"Sugar Phosphotransferase Systems, PTS"	rxn01737|rxn05569|rxn05226|rxn05560|rxn02760|rxn05485|rxn05647|rxn02005|rxn05610|rxn05655|rxn05617|rxn05607|rxn05501	
Flavodoxin	peg.1417|peg.1419	Flavodoxin	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	"Riboflavin, FMN, FAD"		
Rubrerythrin	peg.1424	Alkyl hydroperoxide reductase subunit C-like protein	Stress Response	Oxidative stress		
D-Tagatose_and_Galactitol_Utilization	peg.1441|peg.2922	Tagatose-6-phosphate kinase (EC 2.7.1.144)|6-phosphofructokinase (EC 2.7.1.11)	Carbohydrates	Monosaccharides	rxn01343|rxn02314|rxn01492|rxn00545	
Bacterial_Cytoskeleton	peg.1449|peg.1487|peg.1515|peg.1517|peg.1530|peg.1531|peg.1544|peg.1683|peg.2504|peg.2802|peg.2803|peg.2804|peg.2805|peg.2806|peg.2808|peg.2983|peg.3648|peg.4102|peg.4103	Cell-shape determining protein MreBH|Cell division protein FtsW|Cell division protein MraZ|Cell division protein FtsL|Cell division protein FtsA|Cell division protein FtsZ (EC 3.4.24.-)|Cell division initiation protein DivIVA|Cell division protein FtsK|Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)|Septum site-determining protein MinD|Septum site-determining protein MinC|Rod shape-determining protein MreD|Rod shape-determining protein MreC|Rod shape-determining protein MreB|Septum formation protein Maf|MreB-like protein (Mbl protein)|Chromosome (plasmid) partitioning protein ParB|Stage 0 sporulation protein J|Chromosome (plasmid) partitioning protein ParA|Sporulation initiation inhibitor protein Soj	Cell Division and Cell Cycle	Cell cycle in Prokaryota	rxn10199	
Proteasome_bacterial	peg.1507|peg.1616|peg.1617|peg.1618|peg.2823|peg.2824|peg.2825|peg.3460	Lon-like protease with PDZ domain|Site-specific tyrosine recombinase|ATP-dependent protease HslV (EC 3.4.25.-)|ATP-dependent hsl protease ATP-binding subunit HslU|ATP-dependent protease La (EC 3.4.21.53) Type I|ATP-dependent protease La (EC 3.4.21.53) LonB Type I|ATP-dependent Clp protease ATP-binding subunit ClpX|ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	Protein Metabolism	Protein degradation		
Lipoprotein_Biosynthesis	peg.1547|peg.3505	Lipoprotein signal peptidase (EC 3.4.23.36)|Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	Protein Metabolism	Lipoproteins		
Adhesion_of_Campylobacter	peg.1566	Fibronectin/fibrinogen-binding protein	Virulence	Adhesion		
2-phosphoglycolate_salvage	peg.1581	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	DNA Metabolism	DNA repair	rxn01116	
"RNA_processing_and_degradation,_bacterial"	peg.1595|peg.3367	Ribonuclease III (EC 3.1.26.3)|Ribonuclease R (EC 3.1.-.-)	RNA Metabolism	RNA processing and modification	rxn05295	
Two_cell_division_clusters_relating_to_chromosome_partitioning	peg.1595|peg.1596|peg.1597|peg.1599|peg.1600|peg.2320|peg.2325|peg.2326|peg.4102|peg.4103	"Ribonuclease III (EC 3.1.26.3)|Chromosome partition protein smc|Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)|Signal recognition particle associated protein|Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)|Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.-)|Segregation and condensation protein B|Segregation and condensation protein A|Chromosome (plasmid) partitioning protein ParB|Chromosome (plasmid) partitioning protein ParA"	Cell Division and Cell Cycle	Cell cycle in Prokaryota	rxn05295|rxn05294	
"DNA_replication,_archaeal"	peg.1608|peg.2055	Ribonuclease HII (EC 3.1.26.4)|ATP-dependent DNA ligase (EC 6.5.1.1)	DNA Metabolism	DNA replication	rxn05294	
Ribonuclease_H	peg.1608|peg.2865	Ribonuclease HII (EC 3.1.26.4)|Ribonuclease HIII (EC 3.1.26.4)	RNA Metabolism	RNA processing and modification		
pVir_Plasmid_of_Campylobacter	peg.1614|peg.3638|peg.4096	DNA topoisomerase I (EC 5.99.1.2)|Single-stranded DNA-binding protein	Virulence	Invasion and intracellular resistance	rxn05294	
Flagellum_in_Campylobacter	peg.1620|peg.1621	Flagellar basal-body rod protein flgB|Flagellar basal-body rod protein flgC	Motility and Chemotaxis	Flagellar motility in Prokaryota		
Periplasmic_Stress_Response	peg.1659	Membrane-associated zinc metalloprotease	Stress Response	Periplasmic Stress		
Translation_initiation_factors_eukaryotic_and_archaeal	peg.1666	Translation initiation factor 2	Protein Metabolism	Protein biosynthesis		
"Riboflavin,_FMN_and_FAD_metabolism"	peg.1670|peg.2309|peg.2329|peg.2330|peg.2331|peg.2332|peg.2933	"FMN adenylyltransferase (EC 2.7.7.2)|Riboflavin kinase (EC 2.7.1.26)|Substrate-specific component RibU of riboflavin ECF transporter|6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)|3,4-dihydroxy-2-butanone 4-phosphate synthase|GTP cyclohydrolase II (EC 3.5.4.25)|Riboflavin synthase alpha chain (EC 2.5.1.9)|5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)|Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)"	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	"Riboflavin, FMN, FAD"	rxn00048|rxn00300|rxn03080|rxn05040|rxn02474|rxn00122|rxn00392|rxn02475|rxn05645	
Polyadenylation_bacterial	peg.1672|peg.1738|peg.2249	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)|RNA-binding protein Hfq|tRNA nucleotidyltransferase (EC 2.7.7.25)	RNA Metabolism	RNA processing and modification	rxn05295	
Dipicolinate_Synthesis	peg.1676|peg.1677	Dipicolinate synthase subunit A (EC 4.2.1.52)|Dipicolinate synthase subunit B	Dormancy and Sporulation	Spore DNA protection	rxn10061	
Glycine_Biosynthesis	peg.1702|peg.1703|peg.3697	L-threonine 3-dehydrogenase (EC 1.1.1.103)|2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)|Serine hydroxymethyltransferase (EC 2.1.2.1)	Amino Acids and Derivatives	"Alanine, serine, and glycine"	rxn00692|rxn00274|rxn01068	
Threonine_degradation	peg.1702|peg.1703	L-threonine 3-dehydrogenase (EC 1.1.1.103)|2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	Amino Acids and Derivatives	"Lysine, threonine, methionine, and cysteine"	rxn00274|rxn01068	
"DNA_repair,_bacterial_MutL-MutS_system"	peg.1707|peg.1708|peg.2861	DNA mismatch repair protein MutS|DNA mismatch repair protein MutL|Recombination inhibitory protein MutS2	DNA Metabolism	DNA repair		
Ketoisovalerate_oxidoreductase	peg.1717|peg.2959|peg.2971	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)|Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Amino Acids and Derivatives	Branched-chain amino acids	rxn00175|rxn01454	
Glutamine_synthetases	peg.1750	Glutamine synthetase type I (EC 6.3.1.2)	Amino Acids and Derivatives	"Glutamine, glutamate, aspartate, asparagine"	 ammonia assimilation	rxn00187|rxn03409|rxn03407|rxn03406
Xylose_utilization	peg.1761|peg.1762|peg.1763|peg.1764|peg.1765	Xyloside transporter XynT|Beta-xylosidase (EC 3.2.1.37)|Xylose repressor XylR (ROK family)|Xylose isomerase (EC 5.3.1.5)|Xylulose kinase (EC 2.7.1.17)	Carbohydrates	Monosaccharides	rxn01199|rxn01044|rxn00223|rxn05671	
Nudix_proteins_(nucleoside_triphosphate_hydrolases)	peg.1770|peg.2006|peg.2366|peg.3066|peg.3484	"Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)|ADP-ribose pyrophosphatase (EC 3.6.1.13)|Low G+C gram positive nudix hydrolase YtkD (EC 3.6.-.-)|Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)"	Nucleosides and Nucleotides	Detoxification	rxn00775|rxn01519	
Fosfomycin_resistance	peg.1788	Fosfomycin resistance protein FosB	Stress Response	Resistance to antibiotics and toxic compounds		
Periplasmic_disulfide_interchange	peg.1797|peg.1805	"Cytochrome c-type biogenesis protein CcdA (DsbD analog)|Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase"	Protein Metabolism	Protein folding		
Methylcitrate_cycle	peg.1804|peg.2416|peg.2417|peg.2418|peg.2959|peg.2971	2-methylisocitrate dehydratase (EC 4.2.1.99)|Methylisocitrate lyase (EC 4.1.3.30)|2-methylcitrate dehydratase (EC 4.2.1.79)|2-methylcitrate synthase (EC 2.3.3.5)|Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Carbohydrates	Organic acids	rxn00973|rxn03061|rxn00175|rxn00289|rxn00974|rxn01388|rxn03060|rxn00679	
Propionate-CoA_to_Succinate_Module	peg.1804|peg.2416|peg.2417|peg.2418	2-methylisocitrate dehydratase (EC 4.2.1.99)|Aconitate hydratase (EC 4.2.1.3)|Methylisocitrate lyase (EC 4.1.3.30)|2-methylcitrate dehydratase (EC 4.2.1.79)|2-methylcitrate synthase (EC 2.3.3.5)	Carbohydrates	Organic acids	rxn00973|rxn03061|rxn00289|rxn00974|rxn01388|rxn03060|rxn00679	
Homogentisate_pathway_of_aromatic_compound_degradation	peg.1804|peg.2266	Aconitate hydratase (EC 4.2.1.3)|Histidinol-phosphate aminotransferase (EC 2.6.1.9)	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	rxn00973|rxn03061|rxn00527|rxn02320|rxn00974|rxn01388|rxn00493|rxn01270	
Streptococcal_Hyaluronic_Acid_Capsule	peg.1821|peg.3088|peg.3089|peg.3564|peg.3573|peg.3576|peg.3630	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)|UDP-glucose dehydrogenase (EC 1.1.1.22)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	rxn00211|rxn00213	
HMG_CoA_Synthesis	peg.1824|peg.1825|peg.1826|peg.1827|peg.1828|peg.1829|peg.1830	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)|Methylglutaconyl-CoA hydratase (EC 4.2.1.18)|Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)|Biotin carboxyl carrier protein of methylcrotonyl-CoA carboxylase|Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14)|Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)|Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)	Amino Acids and Derivatives	Branched-chain amino acids	rxn05252|rxn09449|rxn01504|rxn05247|rxn02866|rxn05248|rxn05249|rxn05251|rxn05736|rxn00947|rxn02889|rxn09448|rxn00991|rxn05250|rxn00988|rxn09450	
Utilization_of_glutathione_as_a_sulphur_source	peg.1845|peg.3617	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	Sulfur Metabolism	Organic sulfur assimilation	rxn00350|rxn02791|rxn02727|rxn02792	
A_Hypothetical_Protein_Related_to_Proline_Metabolism	peg.1852|peg.2385	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Amino Acids and Derivatives	Proline and 4-hydroxyproline	rxn00929|rxn00931	
"Glycolate,_glyoxylate_interconversions"	peg.1860|peg.2870|peg.2871|peg.2872|peg.3474	"Hydroxypyruvate reductase (EC 1.1.1.81)|Predicted glycolate dehydrogenase regulator|Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD|Similar to glycolate dehydrogenase iron-sulfur subunit GlcF|Glyoxylate reductase (EC 1.1.1.26)|Glyoxylate reductase (EC 1.1.1.79)"	Carbohydrates	Central carbohydrate metabolism	rxn01011|rxn00512|rxn00324|rxn01013|rxn00333	
4-Hydroxyphenylacetic_acid_catabolic_pathway	peg.1865	4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.13.3)	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	rxn01945|rxn02363	
Glycolysis_and_Gluconeogenesis	peg.1886|peg.2390|peg.2489|peg.2905|peg.2921|peg.2922|peg.3138|peg.3396|peg.3397|peg.3398|peg.3399|peg.3400|peg.3525|peg.3716|peg.3719|peg.4025	"Phosphoenolpyruvate synthase (EC 2.7.9.2)|Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)|Glucokinase (EC 2.7.1.2)|NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)|Pyruvate kinase (EC 2.7.1.40)|6-phosphofructokinase (EC 2.7.1.11)|Glucose-6-phosphate isomerase (EC 5.3.1.9)|Enolase (EC 4.2.1.11)|2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)|Triosephosphate isomerase (EC 5.3.1.1)|Phosphoglycerate kinase (EC 2.7.2.3)|NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)|Pyruvate-utilizing enzyme, similar to phosphoenolpyruvate synthase|Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)|Fructose-bisphosphate aldolase class II (EC 4.1.2.13)|Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)"	Carbohydrates	Central carbohydrate metabolism	rxn01870|rxn00781|rxn01343|rxn02314|rxn00459|rxn00558|rxn00604|rxn00786|rxn00545|rxn01334|rxn00549|rxn01106|rxn02380|rxn00148|rxn01977|rxn00782|rxn00216|rxn01100|rxn00747|rxn00147	
Regulation_of_Oxidative_Stress_Response	peg.1938|peg.1945|peg.3329	Superoxide dismutase [Fe] (EC 1.15.1.1)|Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)|RNA polymerase sigma factor	Stress Response	Oxidative stress	rxn00206	
Deoxyribose_and_Deoxynucleoside_Catabolism	peg.1967|peg.2354|peg.2355|peg.3224|peg.3599|peg.3945|peg.3946|peg.3947|peg.3948	Purine nucleoside phosphorylase (EC 2.4.2.1)|Phosphopentomutase (EC 5.4.2.7)|Nucleoside permease NupC|Ribokinase (EC 2.7.1.15)|Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)|Deoxyribose-phosphate aldolase (EC 4.1.2.4)|Deoxyribonucleoside regulator DeoR (transcriptional repressor)	Carbohydrates	Monosaccharides	rxn01985|rxn01446|rxn01647|rxn05198|rxn01358|rxn05199|rxn01649|rxn05200|rxn01648|rxn01684|rxn01859|rxn01366|rxn01986|rxn00784|rxn01646|rxn00772|rxn01138|rxn00778|rxn01799|rxn01987|rxn01548|rxn05205	
N-linked_Glycosylation_in_Bacteria	peg.1985|peg.3429|peg.3431|peg.3891	"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)|4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase|Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)|UDP-glucose 4-epimerase (EC 5.1.3.2)"	Virulence	Posttranslational modification	rxn00215|rxn00214|rxn00295	
Inteins	peg.2010	intein-containing	Protein Metabolism	Protein processing and modification		
"Bacterial_Endolysins:_autolysins,_phage,_and_phage-like_lysins"	peg.2147|peg.2423|peg.2761	N-acetylmuramoyl-L-alanine amidase	Virulence	"Prophage, Transposon"	rxn02875	
Cluster_Ytf_and_putative_sugar_transporter	peg.2175	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	Carbohydrates	Clustering-based subsystems	rxn06077	
Putative_sugar_ABC_transporter_(ytf_cluster)	peg.2175	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	Carbohydrates	Clustering-based subsystems	rxn06077	
"DNA_repair,_bacterial_DinG_and_relatives"	peg.2220|peg.2244	DinG family ATP-dependent helicase YpvA|DinG family ATP-dependent helicase YoaA	DNA Metabolism	DNA repair		
Type_IV_pilus	peg.2236|peg.2274|peg.2810	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)|3-dehydroquinate synthase (EC 4.2.3.4)|Leader peptidase (Prepilin peptidase) (EC 3.4.23.43)|N-methyltransferase (EC 2.1.1.-)	Virulence	"Type III, Type IV, ESAT secretion systems"	rxn02212	
Phenylalanine_synthesis	peg.2241|peg.2793|peg.2794|peg.3775	Aspartate aminotransferase (EC 2.6.1.1)|Prephenate dehydratase (EC 4.2.1.51)|Chorismate mutase (EC 5.4.99.5)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	rxn02339|rxn00260|rxn01256|rxn01000	
tRNA_nucleotidyltransferase	peg.2249	tRNA nucleotidyltransferase (EC 2.7.7.25)	RNA Metabolism	RNA processing and modification	rxn05295	
Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes	peg.2258|peg.2259|peg.2260|peg.2263	"Menaquinone-cytochrome C oxidoreductase, cytochrome C subunit|Menaquinone-cytochrome c reductase, cytochrome B subunit|Menaquinone-cytochrome C reductase iron-sulfur subunit|TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase"	Respiration	Electron accepting reactions	rxn10044	
Phenylalanine_and_Tyrosine_Branches_from_Chorismate	peg.2265|peg.2266|peg.2273|peg.2793|peg.2978	Prephenate dehydrogenase (EC 1.3.1.12)|Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)|Chorismate mutase II (EC 5.4.99.5)|Prephenate dehydratase (EC 4.2.1.51)|Chorismate mutase I (EC 5.4.99.5)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	rxn01332|rxn00527|rxn01256|rxn02320|rxn00493|rxn01000|rxn01268|rxn01270	
Histidine_Biosynthesis	peg.2266|peg.2759|peg.2965|peg.3492|peg.3493|peg.3494|peg.3495|peg.3496|peg.3497|peg.3498|peg.3499|peg.4048	Histidinol-phosphate aminotransferase (EC 2.6.1.9)|Histidyl-tRNA synthetase (EC 6.1.1.21)|Histidinol-phosphatase (EC 3.1.3.15)|Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)|Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)|Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)|Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)|Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)|Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)|Histidinol dehydrogenase (EC 1.1.1.23)|ATP phosphoribosyltransferase catalytic subunit (EC 2.4.2.17)|ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)|Adenylosuccinate synthetase (EC 6.3.4.4)	Amino Acids and Derivatives	Histidine Metabolism	rxn02160|rxn00863|rxn02159|rxn05296|rxn02834|rxn03175|rxn02473|rxn00527|rxn02320|rxn00838|rxn00493|rxn00789|rxn03135|rxn02835|rxn01270	
Auxin_biosynthesis	peg.2267|peg.2268|peg.2269|peg.2271	Tryptophan synthase alpha chain (EC 4.2.1.20)|Tryptophan synthase beta chain (EC 4.2.1.20)|Phosphoribosylanthranilate isomerase (EC 5.3.1.24)|Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Secondary Metabolism	Plant Hormones	rxn01682|rxn02508|rxn01964|rxn00474|rxn00791	
Isoprenoid_Biosynthesis:_Interconversions	peg.2291|peg.2432	"Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)|Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)"	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Isoprenoids	rxn00830|rxn01466|rxn01213	
Quinate_degradation	peg.2312|peg.2451	3-dehydroquinate dehydratase I (EC 4.2.1.10)|3-dehydroquinate dehydratase II (EC 4.2.1.10)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	rxn02213	
CBSS-203122.12.peg.188	peg.2325	Segregation and condensation protein B	DNA Metabolism	"Transposition, Tni gene cluster"	rxn05294	
Transport_of_Iron	peg.2357	Ferric uptake regulation protein FUR	Virulence	Iron Scavenging Mechanisms		
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	peg.2396|peg.2923|peg.2924	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)|Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Respiration	Sodium Ion-Coupled Energetics	rxn01355|rxn06673	
Isobutyryl-CoA_to_Propionyl-CoA_Module	peg.2419|peg.2421|peg.3289	Butyryl-CoA dehydrogenase (EC 1.3.99.2)|3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)|Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	Carbohydrates	Organic acids	rxn01451|rxn01923|rxn03248|rxn02933|rxn03239|rxn06510|rxn00676|rxn03246|rxn04750|rxn03242|rxn03244|rxn02804|rxn00874|rxn03249|rxn03243|rxn06777|rxn00178|rxn02268|rxn02680	
Translation_elongation_factors_eukaryotic_and_archaeal	peg.2449	Translation elongation factor P	Protein Metabolism	Protein biosynthesis		
Late_competence	peg.2471|peg.2472|peg.2473|peg.2474|peg.2475|peg.2476|peg.2477|peg.2560|peg.2561|peg.2562|peg.2563|peg.2810|peg.3551|peg.3553	"Late competence protein ComGG, FIG028917|Late competence protein ComGF, access of DNA to ComEA, FIG012620|Late competence protein ComGE, FIG015513|Late competence protein ComGD, access of DNA to ComEA, FIG012777|Late competence protein ComGC, access of DNA to ComEA, FIG007487|Late competence protein ComGB, access of DNA to ComEA|Late competence protein ComGA, access of DNA to ComEA|Late competence protein ComEC, DNA transport|Late competence protein ComEB|Late competence protein ComEA, DNA receptor|Late competence protein ComER, proline oxidase (EC 1.5.1.2)|Late competence protein ComC, processing protease|ComF operon protein C|ComF operon protein A, DNA transporter ATPase"	DNA Metabolism	"DNA uptake, competence"	rxn01217	
gram_plus_late_competence	peg.2476|peg.2477|peg.2560|peg.2562|peg.2810|peg.3551|peg.3553	"Late competence protein ComGB, access of DNA to ComEA|Late competence protein ComGA, access of DNA to ComEA|Late competence protein ComEC, DNA transport|Late competence protein ComEA, DNA receptor|Late competence protein ComC, processing protease|ComF operon protein C|ComF operon protein A, DNA transporter ATPase"	DNA Metabolism	"DNA uptake, competence"		
Transcription_factors_cyanobacterial_RpoD-like_sigma_factors	peg.2524	RNA polymerase sigma factor RpoD	RNA Metabolism	Transcription	rxn05295	
